Date,State,covid.states.cases,covid.states.confirmed_rate_per_100k,covid.states.daily_change_confirmed_cases,covid.states.deaths,covid.states.deaths_rate_per_100k,covid.states.growth_rate_confirmed_cases,covid.states.growth_rate_deaths,covid.states.hospitalizedCurrently,covid.states.monthly_change_confirmed_cases,covid.states.monthly_change_deaths,covid.states.monthly_cumulative_change_in_confirmed_cases_percent,covid.states.monthly_cumulative_change_in_deaths_percent,covid.states.negative,covid.states.percent_pop_confirmed_cases,covid.states.percent_pop_deaths,covid.states.positive,covid.states.weekly_change_confirmed_cases,covid.states.weekly_change_deaths,covid.states.weekly_cumulative_change_in_confirmed_cases_percent,covid.states.weekly_cumulative_change_in_deaths_percent
2020-05-05,IA,10111.0,322.78,408.0,207.0,6.61,4.2,10.11,407.0,9243.0,185.0,1064.86,840.91,50458.0,0.32,0.01,10111.0,3735.0,71.0,58.58,52.21
2020-05-06,IA,10404.0,332.13,293.0,219.0,6.99,2.9,5.8,414.0,9458.0,194.0,999.79,776.0,52767.0,0.33,0.01,10404.0,3561.0,71.0,52.04,47.97
2020-05-07,IA,11059.0,353.04,655.0,231.0,7.37,6.3,5.48,417.0,10011.0,205.0,955.25,788.46,55368.0,0.35,0.01,11059.0,3914.0,69.0,54.78,42.59
2020-05-08,IA,11457.0,365.75,398.0,243.0,7.76,3.6,5.19,407.0,10312.0,216.0,900.61,800.0,58804.0,0.37,0.01,11457.0,3574.0,73.0,45.34,42.94
2020-05-09,IA,11671.0,372.58,214.0,252.0,8.04,1.87,3.7,402.0,10401.0,225.0,818.98,833.33,59805.0,0.37,0.01,11671.0,3030.0,77.0,35.07,44.0
2020-05-10,IA,11959.0,381.77,288.0,265.0,8.46,2.47,5.16,413.0,10571.0,234.0,761.6,754.84,62215.0,0.38,0.01,11959.0,2790.0,81.0,30.43,44.02
2020-05-11,IA,12373.0,394.99,414.0,271.0,8.65,3.46,2.26,394.0,10863.0,237.0,719.4,697.06,65419.0,0.39,0.01,12373.0,2670.0,83.0,27.52,44.15
2020-05-12,IA,12912.0,412.19,539.0,289.0,9.23,4.36,6.64,385.0,11325.0,248.0,713.61,604.88,68376.0,0.41,0.01,12912.0,2801.0,82.0,27.7,39.61
2020-05-13,IA,13289.0,424.23,377.0,306.0,9.77,2.92,5.88,388.0,11579.0,262.0,677.13,595.45,72430.0,0.42,0.01,13289.0,2885.0,87.0,27.73,39.73
2020-05-14,IA,13675.0,436.55,386.0,318.0,10.15,2.9,3.92,405.0,11776.0,274.0,620.12,622.73,75619.0,0.44,0.01,13675.0,2616.0,87.0,23.65,37.66
2020-05-15,IA,14049.0,448.49,374.0,336.0,10.73,2.73,5.66,387.0,12054.0,283.0,604.21,533.96,79517.0,0.45,0.01,14049.0,2592.0,93.0,22.62,38.27
2020-05-16,IA,14328.0,457.4,279.0,346.0,11.05,1.99,2.98,387.0,12187.0,286.0,569.22,476.67,81972.0,0.46,0.01,14328.0,2657.0,94.0,22.77,37.3
2020-05-17,IA,14651.0,467.71,323.0,351.0,11.21,2.25,1.45,376.0,12319.0,287.0,528.26,448.44,85590.0,0.47,0.01,14651.0,2692.0,86.0,22.51,32.45
2020-05-18,IA,14955.0,477.41,304.0,355.0,11.33,2.07,1.14,382.0,12442.0,281.0,495.11,379.73,88193.0,0.48,0.01,14955.0,2582.0,84.0,20.87,31.0
2020-05-19,IA,15296.0,488.3,341.0,367.0,11.72,2.28,3.38,383.0,12381.0,292.0,424.73,389.33,92299.0,0.49,0.01,15349.0,2384.0,78.0,18.46,26.99
2020-05-20,IA,15868.0,506.56,572.0,400.0,12.77,3.74,8.99,381.0,12693.0,321.0,399.78,406.33,95134.0,0.51,0.01,15614.0,2579.0,94.0,19.41,30.72
2020-05-21,IA,16170.0,516.2,302.0,414.0,13.22,1.9,3.5,376.0,12529.0,331.0,344.11,398.8,100395.0,0.52,0.01,16170.0,2495.0,96.0,18.24,30.19
2020-05-22,IA,16510.0,527.06,340.0,441.0,14.08,2.1,6.52,362.0,12746.0,351.0,338.63,390.0,103746.0,0.53,0.01,16504.0,2461.0,105.0,17.52,31.25
2020-05-23,IA,16898.0,539.44,388.0,446.0,14.24,2.35,1.13,362.0,12959.0,350.0,328.99,364.58,107048.0,0.54,0.01,16893.0,2570.0,100.0,17.94,28.9
2020-05-24,IA,17434.0,556.55,536.0,456.0,14.56,3.17,2.24,363.0,12975.0,349.0,290.98,326.17,110504.0,0.56,0.01,17252.0,2783.0,105.0,19.0,29.91
2020-05-25,IA,17628.0,562.75,194.0,460.0,14.68,1.11,0.88,377.0,12519.0,348.0,245.04,310.71,115138.0,0.56,0.01,17577.0,2673.0,105.0,17.87,29.58
2020-05-26,IA,17999.0,574.59,371.0,480.0,15.32,2.1,4.35,379.0,12509.0,362.0,227.85,306.78,117301.0,0.57,0.02,17703.0,2703.0,113.0,17.67,30.79
2020-05-27,IA,18446.0,588.86,447.0,496.0,15.83,2.48,3.33,393.0,12578.0,369.0,214.35,290.55,121166.0,0.59,0.02,18360.0,2578.0,96.0,16.25,24.0
2020-05-28,IA,18672.0,596.07,226.0,510.0,16.28,1.23,2.82,383.0,12296.0,374.0,192.85,275.0,124360.0,0.6,0.02,18573.0,2502.0,96.0,15.47,23.19
2020-05-29,IA,19019.0,607.15,347.0,525.0,16.76,1.86,2.94,376.0,12176.0,377.0,177.93,254.73,128394.0,0.61,0.02,18926.0,2509.0,84.0,15.2,19.05
2020-05-30,IA,19336.0,617.27,317.0,531.0,16.95,1.67,1.14,368.0,12191.0,369.0,170.62,227.78,131179.0,0.62,0.02,19244.0,2438.0,85.0,14.43,19.06
2020-05-31,IA,19621.0,626.37,285.0,537.0,17.14,1.47,1.13,341.0,11738.0,367.0,148.9,215.88,136744.0,0.63,0.02,19552.0,2187.0,81.0,12.54,17.76
2020-06-01,IA,19789.0,631.73,168.0,558.0,17.81,0.86,3.91,339.0,11148.0,383.0,129.01,218.86,139384.0,0.63,0.02,19697.0,2161.0,98.0,12.26,21.3
2020-06-02,IA,20017.0,639.01,228.0,564.0,18.0,1.15,1.08,327.0,10848.0,380.0,118.31,206.52,143674.0,0.64,0.02,20016.0,2018.0,84.0,11.21,17.5
2020-06-03,IA,20376.0,650.47,359.0,574.0,18.32,1.79,1.77,314.0,10673.0,386.0,110.0,205.32,144390.0,0.65,0.02,20055.0,1930.0,78.0,10.46,15.73
2020-06-04,IA,20943.0,668.57,567.0,590.0,18.83,2.78,2.79,310.0,10832.0,383.0,107.13,185.02,154130.0,0.67,0.02,20805.0,2271.0,80.0,12.16,15.69
2020-06-05,IA,21332.0,680.99,389.0,597.0,19.06,1.86,1.19,299.0,10928.0,378.0,105.04,172.6,159511.0,0.68,0.02,21152.0,2313.0,72.0,12.16,13.71
2020-06-06,IA,21527.0,687.21,195.0,602.0,19.22,0.91,0.84,299.0,10468.0,371.0,94.66,160.61,163236.0,0.69,0.02,21478.0,2191.0,71.0,11.33,13.37
2020-06-07,IA,21794.0,695.74,267.0,606.0,19.35,1.24,0.66,269.0,10337.0,363.0,90.22,149.38,166525.0,0.7,0.02,21667.0,2173.0,69.0,11.07,12.85
2020-06-08,IA,22111.0,705.86,317.0,623.0,19.89,1.45,2.81,265.0,10440.0,371.0,89.45,147.22,171635.0,0.71,0.02,21987.0,2322.0,65.0,11.73,11.65
2020-06-09,IA,22271.0,710.97,160.0,629.0,20.08,0.72,0.96,255.0,10312.0,364.0,86.23,137.36,175487.0,0.71,0.02,22236.0,2254.0,65.0,11.26,11.52
2020-06-10,IA,22733.0,725.71,462.0,638.0,20.37,2.07,1.43,245.0,10360.0,367.0,83.73,135.42,180278.0,0.73,0.02,22551.0,2357.0,64.0,11.57,11.15
2020-06-11,IA,23103.0,737.53,370.0,641.0,20.46,1.63,0.47,242.0,10191.0,352.0,78.93,121.8,185601.0,0.74,0.02,22938.0,2160.0,51.0,10.31,8.64
2020-06-12,IA,23455.0,748.76,352.0,650.0,20.75,1.52,1.4,225.0,10166.0,344.0,76.5,112.42,191207.0,0.75,0.02,23337.0,2123.0,53.0,9.95,8.88
2020-06-13,IA,23792.0,759.52,337.0,651.0,20.78,1.44,0.15,200.0,10117.0,333.0,73.98,104.72,195891.0,0.76,0.02,23717.0,2265.0,49.0,10.52,8.14
2020-06-14,IA,23959.0,764.85,167.0,652.0,20.81,0.7,0.15,203.0,9910.0,316.0,70.54,94.05,200708.0,0.76,0.02,23926.0,2165.0,46.0,9.93,7.59
2020-06-15,IA,24110.0,769.67,151.0,661.0,21.1,0.63,1.38,197.0,9782.0,315.0,68.27,91.04,203335.0,0.77,0.02,24053.0,1999.0,38.0,9.04,6.1
2020-06-16,IA,24263.0,774.56,153.0,670.0,21.39,0.63,1.36,193.0,9612.0,319.0,65.61,90.88,206459.0,0.77,0.02,24179.0,1992.0,41.0,8.94,6.52
2020-06-17,IA,24616.0,785.83,353.0,677.0,21.61,1.45,1.04,188.0,9661.0,322.0,64.6,90.7,210670.0,0.79,0.02,24461.0,1883.0,39.0,8.28,6.11
2020-06-18,IA,24959.0,796.78,343.0,680.0,21.71,1.39,0.44,188.0,9663.0,313.0,63.17,85.29,216077.0,0.8,0.02,24854.0,1856.0,39.0,8.03,6.08
2020-06-19,IA,25424.0,811.62,465.0,681.0,21.74,1.86,0.15,197.0,9556.0,281.0,60.22,70.25,221374.0,0.81,0.02,25275.0,1969.0,31.0,8.39,4.77
2020-06-20,IA,25552.0,815.71,128.0,685.0,21.87,0.5,0.59,182.0,9382.0,271.0,58.02,65.46,224711.0,0.82,0.02,25496.0,1760.0,34.0,7.4,5.22
2020-06-21,IA,26020.0,830.65,468.0,686.0,21.9,1.83,0.15,170.0,9510.0,245.0,57.6,55.56,231189.0,0.83,0.02,25963.0,2061.0,34.0,8.6,5.21
2020-06-22,IA,26217.0,836.94,197.0,687.0,21.93,0.76,0.15,169.0,9319.0,241.0,55.15,54.04,232581.0,0.84,0.02,26051.0,2107.0,26.0,8.74,3.93
2020-06-23,IA,26470.0,845.01,253.0,690.0,22.03,0.97,0.44,163.0,9036.0,234.0,51.83,51.32,238330.0,0.85,0.02,26373.0,2207.0,20.0,9.1,2.99
2020-06-24,IA,26897.0,858.64,427.0,694.0,22.15,1.61,0.58,140.0,9269.0,234.0,52.58,50.87,243254.0,0.86,0.02,26705.0,2281.0,17.0,9.27,2.51
2020-06-25,IA,27384.0,874.19,487.0,702.0,22.41,1.81,1.15,137.0,9385.0,222.0,52.14,46.25,249857.0,0.87,0.02,27197.0,2425.0,22.0,9.72,3.24
2020-06-26,IA,27828.0,888.36,444.0,704.0,22.47,1.62,0.28,141.0,9382.0,208.0,50.86,41.94,255957.0,0.89,0.02,27686.0,2404.0,23.0,9.46,3.38
2020-06-27,IA,28203.0,900.34,375.0,704.0,22.47,1.35,0.0,131.0,9531.0,194.0,51.04,38.04,261740.0,0.9,0.02,28012.0,2651.0,19.0,10.37,2.77
2020-06-28,IA,28520.0,910.46,317.0,706.0,22.54,1.12,0.28,118.0,9501.0,181.0,49.96,34.48,267426.0,0.91,0.02,28489.0,2500.0,20.0,9.61,2.92
2020-06-29,IA,28874.0,921.76,354.0,712.0,22.73,1.24,0.85,119.0,9538.0,181.0,49.33,34.09,272063.0,0.92,0.02,28782.0,2657.0,25.0,10.13,3.64
2020-06-30,IA,29152.0,930.63,278.0,717.0,22.89,0.96,0.7,133.0,9531.0,180.0,48.58,33.52,275181.0,0.93,0.02,29007.0,2682.0,27.0,10.13,3.91
2020-07-01,IA,29618.0,945.51,466.0,717.0,22.89,1.6,0.0,149.0,9829.0,159.0,49.67,28.49,280339.0,0.95,0.02,29451.0,2721.0,23.0,10.12,3.31
2020-07-02,IA,30259.0,965.97,641.0,719.0,22.95,2.16,0.28,145.0,10242.0,155.0,51.17,27.48,287329.0,0.97,0.02,30209.0,2875.0,17.0,10.5,2.42
2020-07-03,IA,30631.0,977.85,372.0,721.0,23.02,1.23,0.28,146.0,10255.0,147.0,50.33,25.61,291032.0,0.98,0.02,30429.0,2803.0,17.0,10.07,2.41
2020-07-04,IA,31167.0,994.96,536.0,721.0,23.02,1.75,0.0,134.0,10224.0,131.0,48.82,22.2,297970.0,0.99,0.02,31041.0,2964.0,17.0,10.51,2.41
2020-07-05,IA,31612.0,1009.16,445.0,721.0,23.02,1.43,0.0,141.0,10280.0,124.0,48.19,20.77,301119.0,1.01,0.02,31353.0,3092.0,15.0,10.84,2.12
2020-01-21,KS,,,,,,,,,,,,,,,,,,,,
2020-01-22,KS,,,,,,,,,,,,,,,,,,,,
2020-01-23,KS,,,,,,,,,,,,,,,,,,,,
2020-01-24,KS,,,,,,,,,,,,,,,,,,,,
2020-01-25,KS,,,,,,,,,,,,,,,,,,,,
2020-01-26,KS,,,,,,,,,,,,,,,,,,,,
2020-01-27,KS,,,,,,,,,,,,,,,,,,,,
2020-01-28,KS,,,,,,,,,,,,,,,,,,,,
2020-01-29,KS,,,,,,,,,,,,,,,,,,,,
2020-01-30,KS,,,,,,,,,,,,,,,,,,,,
2020-01-31,KS,,,,,,,,,,,,,,,,,,,,
2020-02-01,KS,,,,,,,,,,,,,,,,,,,,
2020-02-02,KS,,,,,,,,,,,,,,,,,,,,
2020-02-03,KS,,,,,,,,,,,,,,,,,,,,
2020-02-04,KS,,,,,,,,,,,,,,,,,,,,
2020-02-05,KS,,,,,,,,,,,,,,,,,,,,
2020-02-06,KS,,,,,,,,,,,,,,,,,,,,
2020-02-07,KS,,,,,,,,,,,,,,,,,,,,
2020-02-08,KS,,,,,,,,,,,,,,,,,,,,
2020-02-09,KS,,,,,,,,,,,,,,,,,,,,
2020-02-10,KS,,,,,,,,,,,,,,,,,,,,
2020-02-11,KS,,,,,,,,,,,,,,,,,,,,
2020-02-12,KS,,,,,,,,,,,,,,,,,,,,
2020-02-13,KS,,,,,,,,,,,,,,,,,,,,
2020-02-14,KS,,,,,,,,,,,,,,,,,,,,
2020-02-15,KS,,,,,,,,,,,,,,,,,,,,
2020-02-16,KS,,,,,,,,,,,,,,,,,,,,
2020-02-17,KS,,,,,,,,,,,,,,,,,,,,
2020-02-18,KS,,,,,,,,,,,,,,,,,,,,
2020-02-19,KS,,,,,,,,,,,,,,,,,,,,
2020-02-20,KS,,,,,,,,,,,,,,,,,,,,
2020-02-21,KS,,,,,,,,,,,,,,,,,,,,
2020-02-22,KS,,,,,,,,,,,,,,,,,,,,
2020-02-23,KS,,,,,,,,,,,,,,,,,,,,
2020-02-24,KS,,,,,,,,,,,,,,,,,,,,
2020-02-25,KS,,,,,,,,,,,,,,,,,,,,
2020-02-26,KS,,,,,,,,,,,,,,,,,,,,
2020-02-27,KS,,,,,,,,,,,,,,,,,,,,
2020-02-28,KS,,,,,,,,,,,,,,,,,,,,
2020-02-29,KS,,,,,,,,,,,,,,,,,,,,
2020-03-01,KS,,,,,,,,,,,,,,,,,,,,
2020-03-02,KS,,,,,,,,,,,,,,,,,,,,
2020-03-03,KS,,,,,,,,,,,,,,,,,,,,
2020-03-04,KS,,,,,,,,,,,,,,,,,,,,
2020-03-05,KS,,,,,,,,,,,,,,,,,,,,
2020-03-06,KS,,,,,,,,,,,,,,,,,,,,
2020-03-07,KS,1.0,0.03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,11.0,0.0,0.0,0.0,0.0,0.0,,
2020-03-08,KS,1.0,0.03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,11.0,0.0,0.0,1.0,0.0,0.0,,
2020-03-09,KS,1.0,0.03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,11.0,0.0,0.0,1.0,0.0,0.0,,
2020-03-10,KS,1.0,0.03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,17.0,0.0,0.0,1.0,0.0,0.0,,
2020-03-11,KS,1.0,0.03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,41.0,0.0,0.0,1.0,0.0,0.0,,
2020-03-12,KS,5.0,0.17,4.0,1.0,0.03,400.0,0.0,,0.0,0.0,,,41.0,0.0,0.0,4.0,0.0,0.0,,
2020-03-13,KS,6.0,0.21,1.0,1.0,0.03,20.0,0.0,,0.0,0.0,,,93.0,0.0,0.0,6.0,0.0,0.0,,
2020-03-14,KS,8.0,0.28,2.0,1.0,0.03,33.33,0.0,,0.0,0.0,,,93.0,0.0,0.0,6.0,7.0,1.0,700.0,
2020-03-15,KS,9.0,0.31,1.0,1.0,0.03,12.5,0.0,,0.0,0.0,,,135.0,0.0,0.0,8.0,8.0,1.0,800.0,
2020-03-16,KS,11.0,0.38,2.0,1.0,0.03,22.22,0.0,,0.0,0.0,,,166.0,0.0,0.0,11.0,10.0,1.0,1000.0,
2020-03-17,KS,17.0,0.58,6.0,1.0,0.03,54.55,0.0,,0.0,0.0,,,382.0,0.0,0.0,15.0,16.0,1.0,1600.0,
2020-03-18,KS,22.0,0.76,5.0,1.0,0.03,29.41,0.0,,0.0,0.0,,,417.0,0.0,0.0,16.0,21.0,1.0,2100.0,
2020-03-19,KS,35.0,1.2,13.0,1.0,0.03,59.09,0.0,,0.0,0.0,,,417.0,0.0,0.0,34.0,30.0,0.0,600.0,0.0
2020-03-20,KS,49.0,1.68,14.0,1.0,0.03,40.0,0.0,,0.0,0.0,,,417.0,0.0,0.0,44.0,43.0,0.0,716.67,0.0
2020-03-21,KS,57.0,1.96,8.0,2.0,0.07,16.33,100.0,,0.0,0.0,,,417.0,0.0,0.0,55.0,49.0,1.0,612.5,100.0
2020-03-22,KS,66.0,2.27,9.0,2.0,0.07,15.79,0.0,,0.0,0.0,,,417.0,0.0,0.0,64.0,57.0,1.0,633.33,100.0
2020-03-23,KS,82.0,2.82,16.0,2.0,0.07,24.24,0.0,,0.0,0.0,,,417.0,0.0,0.0,82.0,71.0,1.0,645.45,100.0
2020-03-24,KS,102.0,3.51,20.0,3.0,0.1,24.39,50.0,,0.0,0.0,,,2086.0,0.0,0.0,98.0,85.0,2.0,500.0,200.0
2020-03-25,KS,134.0,4.61,32.0,3.0,0.1,31.37,0.0,,0.0,0.0,,,2360.0,0.0,0.0,126.0,112.0,2.0,509.09,200.0
2020-03-26,KS,173.0,5.95,39.0,3.0,0.1,29.1,0.0,,0.0,0.0,,,2869.0,0.01,0.0,168.0,138.0,2.0,394.29,200.0
2020-03-27,KS,213.0,7.32,40.0,4.0,0.14,23.12,33.33,,0.0,0.0,,,3229.0,0.01,0.0,202.0,164.0,3.0,334.69,300.0
2020-03-28,KS,272.0,9.35,59.0,6.0,0.21,27.7,50.0,,0.0,0.0,,,3671.0,0.01,0.0,261.0,215.0,4.0,377.19,200.0
2020-03-29,KS,333.0,11.45,61.0,7.0,0.24,22.43,16.67,,0.0,0.0,,,4194.0,0.01,0.0,319.0,267.0,5.0,404.55,250.0
2020-03-30,KS,374.0,12.86,41.0,9.0,0.31,12.31,28.57,,0.0,0.0,,,4554.0,0.01,0.0,368.0,292.0,7.0,356.1,350.0
2020-03-31,KS,435.0,14.95,61.0,10.0,0.34,16.31,11.11,,0.0,0.0,,,4996.0,0.01,0.0,428.0,333.0,7.0,326.47,233.33
2020-04-01,KS,489.0,16.81,54.0,11.0,0.38,12.41,10.0,,0.0,0.0,,,5411.0,0.02,0.0,482.0,355.0,8.0,264.93,266.67
2020-04-02,KS,554.0,19.05,65.0,14.0,0.48,13.29,27.27,,0.0,0.0,,,6059.0,0.02,0.0,552.0,381.0,11.0,220.23,366.67
2020-04-03,KS,625.0,21.49,71.0,19.0,0.65,12.82,35.71,,0.0,0.0,,,6454.0,0.02,0.0,620.0,412.0,15.0,193.43,375.0
2020-04-04,KS,702.0,24.13,77.0,21.0,0.72,12.32,10.53,,0.0,0.0,,,6880.0,0.02,0.0,698.0,430.0,15.0,158.09,250.0
2020-04-05,KS,769.0,26.44,67.0,23.0,0.79,9.54,9.52,,0.0,0.0,,,7476.0,0.03,0.0,747.0,436.0,16.0,130.93,228.57
2020-04-06,KS,854.0,29.36,85.0,25.0,0.86,11.05,8.7,,853.0,25.0,85300.0,,8239.0,0.03,0.0,845.0,480.0,16.0,128.34,177.78
2020-04-07,KS,905.0,31.11,51.0,30.0,1.03,5.97,20.0,,904.0,30.0,90400.0,,8614.0,0.03,0.0,900.0,470.0,20.0,108.05,200.0
2020-04-08,KS,1055.0,36.27,150.0,38.0,1.31,16.57,26.67,,1054.0,38.0,105400.0,,9137.0,0.04,0.0,1046.0,566.0,27.0,115.75,245.45
2020-04-09,KS,1116.0,38.37,61.0,42.0,1.44,5.78,10.53,,1115.0,42.0,111500.0,,9669.0,0.04,0.0,1106.0,562.0,28.0,101.44,200.0
2020-04-10,KS,1180.0,40.57,64.0,50.0,1.72,5.73,19.05,,1179.0,50.0,117900.0,,10248.0,0.04,0.0,1166.0,555.0,31.0,88.8,163.16
2020-04-11,KS,1282.0,44.07,102.0,55.0,1.89,8.64,10.0,,1277.0,54.0,25540.0,5400.0,11075.0,0.04,0.0,1268.0,580.0,34.0,82.62,161.9
2020-04-12,KS,1337.0,45.96,55.0,56.0,1.93,4.29,1.82,,1331.0,55.0,22183.33,5500.0,11916.0,0.05,0.0,1337.0,568.0,33.0,73.86,143.48
2020-04-13,KS,1384.0,47.58,47.0,63.0,2.17,3.52,12.5,,1376.0,62.0,17200.0,6200.0,12488.0,0.05,0.0,1376.0,530.0,38.0,62.06,152.0
2020-04-14,KS,1440.0,49.51,56.0,69.0,2.37,4.05,9.52,,1431.0,68.0,15900.0,6800.0,12721.0,0.05,0.0,1426.0,535.0,39.0,59.12,130.0
2020-04-15,KS,1503.0,51.67,63.0,76.0,2.61,4.38,10.14,,1492.0,75.0,13563.64,7500.0,13174.0,0.05,0.0,1494.0,448.0,38.0,42.46,100.0
2020-04-16,KS,1595.0,54.83,92.0,80.0,2.75,6.12,5.26,,1578.0,79.0,9282.35,7900.0,14534.0,0.05,0.0,1588.0,479.0,38.0,42.92,90.48
2020-04-17,KS,1732.0,59.54,137.0,84.0,2.89,8.59,5.0,,1710.0,83.0,7772.73,8300.0,15196.0,0.06,0.0,1705.0,552.0,34.0,46.78,68.0
2020-04-18,KS,1820.0,62.57,88.0,86.0,2.96,5.08,2.38,,1785.0,85.0,5100.0,8500.0,15886.0,0.06,0.0,1790.0,538.0,31.0,41.97,56.36
2020-04-19,KS,1897.0,65.22,77.0,94.0,3.23,4.23,9.3,,1848.0,93.0,3771.43,9300.0,16281.0,0.07,0.0,1849.0,560.0,38.0,41.88,67.86
2020-04-20,KS,2030.0,69.79,133.0,101.0,3.47,7.01,7.45,,1973.0,99.0,3461.4,4950.0,16775.0,0.07,0.0,1986.0,646.0,38.0,46.68,60.32
2020-04-21,KS,2114.0,72.68,84.0,107.0,3.68,4.14,5.94,,2048.0,105.0,3103.03,5250.0,17076.0,0.07,0.0,2025.0,674.0,38.0,46.81,55.07
2020-04-22,KS,2291.0,78.76,177.0,111.0,3.82,8.37,3.74,,2209.0,109.0,2693.9,5450.0,17992.0,0.08,0.0,2211.0,788.0,35.0,52.43,46.05
2020-04-23,KS,2626.0,90.28,335.0,112.0,3.85,14.62,0.9,,2524.0,109.0,2474.51,3633.33,18836.0,0.09,0.0,2482.0,1031.0,32.0,64.64,40.0
2020-04-24,KS,2842.0,97.7,216.0,117.0,4.02,8.23,4.46,,2708.0,114.0,2020.9,3800.0,20811.0,0.1,0.0,2777.0,1110.0,33.0,64.09,39.29
2020-04-25,KS,3091.0,106.26,249.0,119.0,4.09,8.76,1.71,,2918.0,116.0,1686.71,3866.67,22143.0,0.11,0.0,3056.0,1271.0,33.0,69.84,38.37
2020-04-26,KS,3198.0,109.94,107.0,120.0,4.13,3.46,0.84,,2985.0,116.0,1401.41,2900.0,23053.0,0.11,0.0,3174.0,1301.0,26.0,68.58,27.66
2020-04-27,KS,3407.0,117.13,209.0,126.0,4.33,6.54,5.0,,3135.0,120.0,1152.57,2000.0,23839.0,0.12,0.0,3328.0,1377.0,25.0,67.83,24.75
2020-04-28,KS,3601.0,123.8,194.0,127.0,4.37,5.69,0.79,,3268.0,120.0,981.38,1714.29,24599.0,0.12,0.0,3491.0,1487.0,20.0,70.34,18.69
2020-04-29,KS,3811.0,131.02,210.0,132.0,4.54,5.83,3.94,,3437.0,123.0,918.98,1366.67,25720.0,0.13,0.0,3738.0,1520.0,21.0,66.35,18.92
2020-04-30,KS,4305.0,148.0,494.0,133.0,4.57,12.96,0.76,,3870.0,123.0,889.66,1230.0,27388.0,0.15,0.0,4238.0,1679.0,21.0,63.94,18.75
2020-05-01,KS,4510.0,155.05,205.0,136.0,4.68,4.76,2.26,,4021.0,125.0,822.29,1136.36,28585.0,0.16,0.0,4449.0,1668.0,19.0,58.69,16.24
2020-05-02,KS,4863.0,167.18,353.0,140.0,4.81,7.83,2.94,,4309.0,126.0,777.8,900.0,30196.0,0.17,0.0,4746.0,1772.0,21.0,57.33,17.65
2020-05-03,KS,5177.0,177.98,314.0,142.0,4.88,6.46,1.43,,4552.0,123.0,728.32,647.37,31748.0,0.18,0.0,5030.0,1979.0,22.0,61.88,18.33
2020-05-04,KS,5385.0,185.13,208.0,154.0,5.29,4.02,8.45,,4683.0,133.0,667.09,633.33,33358.0,0.19,0.01,5245.0,1978.0,28.0,58.06,22.22
2020-05-05,KS,5627.0,193.45,242.0,160.0,5.5,4.49,3.9,,4858.0,137.0,631.73,595.65,34634.0,0.19,0.01,5458.0,2026.0,33.0,56.26,25.98
2020-05-06,KS,5893.0,202.59,266.0,163.0,5.6,4.73,1.88,,5039.0,138.0,590.05,552.0,36380.0,0.2,0.01,5734.0,2082.0,31.0,54.63,23.48
2020-05-07,KS,6240.0,214.52,347.0,164.0,5.64,5.89,0.61,,5335.0,134.0,589.5,446.67,38678.0,0.21,0.01,6144.0,1935.0,31.0,44.95,23.31
2020-05-08,KS,6751.0,232.09,511.0,167.0,5.74,8.19,1.83,,5696.0,129.0,539.91,339.47,41207.0,0.23,0.01,6501.0,2241.0,31.0,49.69,22.79
2020-05-09,KS,6923.0,238.0,172.0,172.0,5.91,2.55,2.99,,5807.0,130.0,520.34,309.52,43182.0,0.24,0.01,6751.0,2060.0,32.0,42.36,22.86
2020-05-10,KS,7045.0,242.2,122.0,172.0,5.91,1.76,0.0,,5865.0,122.0,497.03,244.0,45557.0,0.24,0.01,6948.0,1868.0,30.0,36.08,21.13
2020-05-11,KS,7161.0,246.19,116.0,174.0,5.98,1.65,1.16,,5879.0,119.0,458.58,216.36,46993.0,0.25,0.01,7116.0,1776.0,20.0,32.98,12.99
2020-05-12,KS,7352.0,252.75,191.0,178.0,6.12,2.67,2.3,,6015.0,122.0,449.89,217.86,46993.0,0.25,0.01,7116.0,1725.0,18.0,30.66,11.25
2020-05-13,KS,7552.0,259.63,200.0,179.0,6.15,2.72,0.56,,6168.0,116.0,445.66,184.13,50160.0,0.26,0.01,7468.0,1659.0,16.0,28.15,9.82
2020-05-14,KS,7668.0,263.62,116.0,181.0,6.22,1.54,1.12,,6228.0,112.0,432.5,162.32,50160.0,0.26,0.01,7468.0,1428.0,17.0,22.88,10.37
2020-05-15,KS,8006.0,275.24,338.0,187.0,6.43,4.41,3.31,,6503.0,111.0,432.67,146.05,53706.0,0.28,0.01,7886.0,1255.0,20.0,18.59,11.98
2020-05-16,KS,8059.0,277.06,53.0,189.0,6.5,0.66,1.07,,6464.0,109.0,405.27,136.25,53706.0,0.28,0.01,7886.0,1136.0,17.0,16.41,9.88
2020-05-17,KS,8066.0,277.3,7.0,189.0,6.5,0.09,0.0,,6334.0,105.0,365.7,125.0,53706.0,0.28,0.01,7886.0,1021.0,17.0,14.49,9.88
2020-05-18,KS,8439.0,290.12,373.0,190.0,6.53,4.62,0.53,,6619.0,104.0,363.68,120.93,58650.0,0.29,0.01,8340.0,1278.0,16.0,17.85,9.2
